id,true_0,score_0,score_1,score_2,score_3,score_4,score_5,score_6
0,5.0,0.003413541,0.002754094,0.12496494,0.0012515415,0.41812953,0.44348288,0.006003614
1,5.0,0.000253833,0.0003301554,0.0014644084,0.0002759362,0.000668551,0.9958253,0.0011819013
2,5.0,0.00064779446,0.0010258643,0.09574236,0.00045490838,0.121424496,0.77931195,0.0013925566
3,5.0,8.8896624e-05,9.228689e-05,0.0011827067,6.9958674e-05,0.001052983,0.9973666,0.00014661989
4,5.0,0.0012680789,0.0010575738,0.0040302696,0.0013270774,0.0016166926,0.9888165,0.0018838698
5,5.0,0.0109618595,0.02983221,0.28150192,0.009635218,0.10909803,0.5447644,0.014206338
6,5.0,0.0056784754,0.0054382486,0.010605237,0.0040948708,0.002390023,0.96729314,0.004499897
7,5.0,0.04784111,0.033728547,0.20131314,0.016147627,0.09923248,0.58669555,0.015041514
8,5.0,0.00028231522,0.00040288465,0.0006026165,0.00033250457,0.00036910985,0.9971163,0.0008943873
9,5.0,0.00041320233,0.00043249995,0.0011386339,0.0004334798,0.00033639034,0.9962566,0.0009891543
10,3.0,0.1797713,0.18886393,0.13352203,0.113695696,0.012846896,0.29011098,0.08118913
11,5.0,0.0010322355,0.0013203227,0.0011575415,0.0009814947,0.00041903928,0.99361515,0.0014742097
12,3.0,0.22086729,0.24657507,0.1556106,0.08512071,0.032732993,0.17947064,0.079622634
13,5.0,0.00020195986,0.00010192351,0.008224308,4.9797203e-05,0.1932474,0.7974505,0.00072414125
14,5.0,0.00014842846,0.00015860712,0.000612371,0.00024170331,0.0005697718,0.99756086,0.000708122
15,4.0,0.0020080314,0.00096006435,0.047152776,0.00084611285,0.55778897,0.387981,0.0032630623
16,5.0,0.0024055354,0.004483556,0.05915317,0.001463632,0.1610124,0.7681774,0.0033043213
17,5.0,0.040650636,0.058438707,0.09085214,0.017715154,0.1548603,0.6212256,0.016257463
18,4.0,0.058701925,0.12662865,0.09802576,0.016291123,0.26819238,0.40380546,0.028354663
19,2.0,0.16154617,0.14631727,0.35734048,0.036127463,0.20373082,0.062104795,0.032832976
20,5.0,0.0040085996,0.013444688,0.010462639,0.0023946876,0.027194357,0.9356771,0.0068179863
21,5.0,0.0007030363,0.0005433312,0.005644922,0.0005281101,0.0027762223,0.9888614,0.0009430243
22,6.0,0.012113198,0.020845305,0.016753232,0.0119181415,0.009845041,0.8595469,0.068978235
23,5.0,0.0007020611,0.0022351837,0.011617287,0.00046758167,0.021852076,0.9613805,0.0017453482
24,4.0,0.013684857,0.026592016,0.40060303,0.004978631,0.33030885,0.15235764,0.071474954
25,5.0,0.04159836,0.09234358,0.0260363,0.016707517,0.015300157,0.7935513,0.014462769
26,4.0,0.0124716675,0.018362189,0.11053354,0.0080884015,0.48060557,0.36144876,0.008489841
27,2.0,0.0134008005,0.022339102,0.4739696,0.007899821,0.32626498,0.13710779,0.01901792
28,2.0,0.28803715,0.42030144,0.18577988,0.044295494,0.030622534,0.011158173,0.019805383
29,5.0,0.017463613,0.02308174,0.35603982,0.008160112,0.2970489,0.289011,0.009194767
30,5.0,0.0067540593,0.0037594885,0.11710505,0.0021622472,0.07119284,0.7954733,0.0035530652
31,5.0,0.00121392,0.0033060447,0.0066269785,0.0008877198,0.107368395,0.8696772,0.0109197125
