id,true_0,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10
0,6.0,5.083641e-05,7.855858e-06,1.8508168e-05,3.8393104e-05,1.648589e-05,1.903488e-05,0.999619,4.9733862e-05,9.427874e-06,0.00012215007,4.8555146e-05
1,5.0,9.718544e-06,4.2879532e-07,1.5941725e-06,3.8885113e-07,0.00016273132,0.9998147,4.6854908e-07,2.795335e-07,9.319461e-06,6.476749e-08,3.0767404e-07
2,5.0,4.0134662e-08,7.052052e-08,1.0045844e-06,4.1431522e-07,1.4744356e-06,0.9999956,6.5101784e-07,1.7055164e-08,4.956974e-07,1.9865358e-07,2.7138348e-08
3,10.0,3.5347026e-07,3.2596528e-08,2.1792925e-08,2.6515377e-06,5.8466554e-07,5.1200396e-07,5.19005e-07,7.276672e-08,3.3725183e-07,1.3193408e-06,0.9999937
4,5.0,4.9799862e-08,1.2609793e-07,2.1312304e-07,3.2292613e-07,8.4482446e-07,0.9999968,5.17e-07,5.142264e-08,1.263776e-07,9.307207e-07,9.144933e-08
5,5.0,3.482097e-07,1.0886106e-06,7.627143e-07,4.466871e-06,1.5381386e-06,0.9999863,2.0881268e-06,1.2689003e-07,4.3375715e-07,1.9420597e-06,8.825461e-07
6,10.0,2.4366575e-06,2.112092e-06,1.158895e-06,4.91104e-05,5.751617e-05,8.48862e-06,5.0436176e-07,1.0675985e-06,1.546512e-06,0.00026563014,0.9996105
7,7.0,1.4343858e-07,2.3906203e-08,1.8564725e-07,1.8131975e-07,4.6173234e-08,4.9656407e-08,6.758809e-07,0.99999785,6.773534e-07,8.793058e-09,4.5132115e-08
8,0.0,0.99976784,3.127668e-06,7.898783e-06,5.593718e-07,0.00015881709,3.212123e-05,7.0918045e-06,2.384886e-06,3.0918222e-06,3.0103372e-06,1.39792555e-05
9,0.0,0.99932814,0.00047263023,7.109677e-05,9.2477035e-07,4.145124e-05,1.0884841e-05,7.3377023e-06,1.4580529e-06,1.2851427e-06,6.336699e-05,1.3951329e-06
10,5.0,1.7530025e-06,1.8896432e-06,1.0618761e-05,9.6334625e-06,1.8543024e-05,0.9997887,2.0918267e-05,1.5173606e-06,2.8852608e-06,0.0001349638,8.565809e-06
11,0.0,0.99992573,1.2703428e-05,7.177752e-06,6.0128275e-07,5.651131e-07,2.703317e-07,3.527921e-06,1.8626152e-06,1.1578187e-06,6.165597e-06,4.0189407e-05
12,7.0,6.9992175e-06,5.4404895e-06,8.373563e-06,9.1559246e-05,2.9990472e-06,3.3657027e-06,3.5754456e-05,0.99971646,0.00012490273,1.4775004e-06,2.7423607e-06
13,6.0,1.5201979e-05,3.87763e-06,1.7546632e-05,1.290043e-06,1.7685703e-05,0.00011915949,0.99961555,1.9713605e-06,2.2274367e-06,0.00020459807,8.118194e-07
14,5.0,4.2374206e-05,2.3688478e-06,3.6248213e-05,2.590151e-06,0.00017400933,0.999529,0.00016243152,6.516329e-06,2.9057283e-05,1.4246104e-05,1.2678331e-06
15,0.0,0.9999956,2.6120879e-06,1.0056858e-06,1.3610458e-08,1.7814924e-07,6.1699446e-08,3.4917934e-07,1.2369941e-07,3.775815e-08,9.895433e-08,6.369248e-08
16,5.0,6.6465823e-06,9.471303e-05,7.187543e-05,1.2347966e-05,6.694979e-05,0.9997148,4.6379164e-06,8.674529e-07,1.1760058e-05,7.6032993e-06,7.754837e-06
17,2.0,3.8136484e-06,6.826839e-06,0.99996924,1.9270349e-06,8.768698e-07,3.1217626e-06,2.6826535e-06,2.5479908e-06,2.7295316e-06,1.7329451e-06,4.3525747e-06
18,10.0,4.6251526e-07,6.4574306e-09,5.7632414e-09,3.0678981e-07,3.6912863e-07,9.447926e-09,2.5365557e-07,3.223167e-07,3.6724236e-07,2.3118728e-08,0.99999785
19,5.0,1.0135235e-06,9.1065485e-05,7.028755e-06,2.9652776e-06,1.0836019e-05,0.9997812,7.3323677e-06,3.199264e-07,1.5760535e-06,9.642035e-05,2.2914185e-07
20,10.0,3.0132464e-06,3.2989256e-08,4.394147e-08,9.467016e-07,4.027722e-08,2.2370536e-08,2.0123676e-05,4.1707523e-07,5.618176e-07,2.4521884e-07,0.9999746
21,6.0,3.4077564e-06,1.7424431e-06,8.228259e-06,0.00017512811,2.366114e-06,4.7879046e-05,0.99930894,0.00019248959,0.00025199525,4.6056575e-06,3.225599e-06
22,6.0,5.6511486e-05,1.0659904e-05,4.4257686e-06,0.00014420616,1.1959426e-05,1.1474076e-05,0.9991642,1.6802289e-05,9.125641e-06,0.00037345808,0.00019726834
23,8.0,1.3473177e-06,1.1998319e-06,4.7052274e-07,1.1170424e-06,1.7743631e-06,7.630174e-07,5.9321087e-07,1.3483113e-06,0.9999907,3.838096e-08,7.4157305e-07
24,5.0,1.702028e-07,1.1864281e-07,1.8420932e-06,6.499531e-07,1.6047414e-05,0.99997795,1.530784e-06,1.09620395e-07,4.7145008e-07,1.0733384e-06,3.48293e-08
25,6.0,1.993773e-06,5.491751e-07,1.2231121e-06,3.398749e-06,2.5134966e-07,4.7028033e-07,0.9999722,2.5761558e-06,1.1097504e-06,7.526954e-06,8.730328e-06
