id,true_0,score_0,score_1
0,1.0,0.00067326333,0.9993267
1,1.0,0.0008692307,0.9991308
2,1.0,0.00053139793,0.9994686
3,1.0,0.0011308544,0.9988691
4,0.0,0.99900395,0.0009960951
5,1.0,0.00053217495,0.9994678
6,1.0,0.0009732842,0.9990268
7,1.0,0.00016841268,0.99983156
8,0.0,0.99926156,0.0007384464
9,0.0,0.9987412,0.0012587898
10,1.0,0.0020995494,0.9979005
11,1.0,0.00054150715,0.9994585
12,1.0,0.0010584781,0.9989415
13,1.0,0.0026362876,0.99736375
14,0.0,0.9986829,0.0013170305
15,1.0,0.00036185072,0.9996381
16,1.0,0.0006267743,0.99937326
17,1.0,0.0014488864,0.9985511
18,1.0,0.0017610639,0.9982389
19,1.0,0.0017823592,0.99821764
20,1.0,0.00066714315,0.99933285
21,0.0,0.9988933,0.0011067443
22,1.0,0.0014144792,0.9985856
23,0.0,0.999549,0.0004510025
24,0.0,0.99933285,0.0006671186
25,0.0,0.9987134,0.0012866884
26,1.0,0.00019558088,0.99980444
27,0.0,0.9984297,0.0015702867
28,0.0,0.9992224,0.0007776124
29,0.0,0.99913764,0.00086229166
30,1.0,0.0007294626,0.9992705
31,1.0,0.00118825,0.9988117
32,0.0,0.9991534,0.00084665685
33,1.0,0.0009473987,0.9990526
34,0.0,0.9990858,0.0009141854
35,1.0,0.0007357095,0.9992643
36,1.0,9.95362e-05,0.99990046
37,1.0,0.00092913926,0.9990709
38,1.0,0.0003668951,0.9996331
39,0.0,0.9994516,0.00054837624
40,1.0,0.0011832054,0.99881685
41,1.0,0.0013098277,0.9986902
42,0.0,0.9988926,0.0011074602
43,1.0,0.00081424054,0.99918574
44,1.0,0.00017977224,0.9998203
45,1.0,0.0024282802,0.99757177
46,1.0,0.0010375878,0.9989624
47,0.0,0.9977998,0.0022001958
48,1.0,0.00073851016,0.99926144
49,1.0,0.00076674565,0.99923325
50,0.0,0.9985342,0.0014657547
51,0.0,0.9994438,0.00055620156
52,0.0,0.99925953,0.0007405063
53,0.0,0.99955946,0.00044056092
54,1.0,0.00053600705,0.999464
55,1.0,0.000299132,0.9997009
56,1.0,0.0011816511,0.99881834
57,0.0,0.9984328,0.0015672194
58,1.0,0.0014009925,0.998599
59,0.0,0.9993766,0.0006233874
60,0.0,0.99939287,0.0006071398
61,1.0,0.00089268823,0.9991073
62,1.0,0.000596476,0.9994035
63,1.0,0.00047004662,0.99952996
64,1.0,8.1120575e-05,0.9999188
65,1.0,0.00036940607,0.9996306
66,1.0,0.0013202948,0.9986797
67,0.0,0.9996413,0.0003587248
68,1.0,0.00071017403,0.99928975
69,1.0,0.0006150086,0.999385
70,1.0,0.0016072094,0.99839276
71,1.0,0.0010954096,0.9989046
72,1.0,0.0010408731,0.99895906
73,1.0,0.00017445597,0.99982554
74,0.0,0.99842286,0.0015770992
75,1.0,0.0002446577,0.9997553
76,1.0,0.001005504,0.9989945
77,0.0,0.9991443,0.0008556882
78,1.0,0.00048268982,0.9995173
79,0.0,0.99890363,0.0010963012
80,1.0,0.00020957614,0.9997905
81,0.0,0.9992003,0.00079971657
82,1.0,0.00056923035,0.9994307
83,1.0,1.1392905e-05,0.99998856
84,1.0,0.0008513068,0.9991487
85,0.0,0.9990663,0.0009337572
86,0.0,0.9988966,0.001103316
87,1.0,0.00042101627,0.999579
88,0.0,0.99947494,0.00052507006
89,1.0,0.00028708336,0.9997129
90,1.0,0.00139501,0.99860495
91,1.0,0.0004496642,0.9995503
92,1.0,0.0009787314,0.9990213
93,1.0,0.0010274971,0.99897254
94,1.0,0.0014453338,0.99855465
95,1.0,0.0010766407,0.99892336
96,0.0,0.9992047,0.0007953801
97,1.0,0.0003890169,0.99961096
98,0.0,0.9996171,0.00038282087
99,1.0,0.002166903,0.9978331
100,0.0,0.99854505,0.0014550075
101,0.0,0.99884343,0.0011565423
102,1.0,0.0007699365,0.99923
103,1.0,0.00028573928,0.9997142
104,1.0,0.00014292353,0.99985707
105,1.0,0.00084365054,0.99915636
106,1.0,0.0002545779,0.9997454
107,0.0,0.9993299,0.0006701205
108,1.0,0.0006088295,0.9993912
109,1.0,0.0007250289,0.999275
110,1.0,0.00046378293,0.9995363
111,0.0,0.9987465,0.0012534885
112,1.0,0.0014022293,0.9985978
113,1.0,0.0010929243,0.9989071
114,1.0,4.2351727e-05,0.9999577
115,1.0,0.00011278716,0.9998872
116,1.0,0.0004112239,0.9995888
117,1.0,0.0006396528,0.9993604
118,1.0,0.0014120296,0.9985879
119,1.0,0.000841669,0.9991584
120,1.0,0.0012832615,0.9987167
121,1.0,0.0014229537,0.998577
122,0.0,0.99901426,0.0009857123
123,1.0,0.0002146201,0.99978536
124,1.0,0.000592088,0.9994079
125,1.0,0.00051359844,0.9994863
126,1.0,0.00039249033,0.9996075
127,1.0,0.0017573261,0.99824274
128,0.0,0.9996131,0.0003869787
129,1.0,0.00061022176,0.99938977
130,1.0,0.00027692353,0.999723
131,1.0,0.0005485247,0.99945146
132,1.0,0.0007885127,0.99921143
133,1.0,0.00041453834,0.99958545
134,1.0,0.001052725,0.9989473
135,1.0,0.00022203708,0.999778
136,1.0,0.00054186647,0.99945813
137,1.0,0.0005699568,0.99943
138,1.0,0.00093992235,0.9990601
139,0.0,0.9997986,0.00020145545
140,1.0,0.0004811076,0.9995189
141,0.0,0.9986798,0.0013201375
142,1.0,0.0012940555,0.998706
143,0.0,0.9991879,0.0008120648
144,1.0,0.0009662506,0.9990338
145,0.0,0.99907076,0.0009292079
146,1.0,0.0007530668,0.99924695
147,0.0,0.99939394,0.00060609163
148,1.0,0.0010890472,0.9989109
149,1.0,0.00027645845,0.9997235
150,1.0,0.000910311,0.9990897
151,1.0,0.0007781742,0.9992218
152,1.0,0.0010741906,0.99892575
153,0.0,0.9994784,0.0005216592
154,1.0,0.0007180359,0.99928194
155,1.0,0.00067405554,0.999326
156,1.0,0.00027143292,0.9997285
157,1.0,0.0007635738,0.99923646
158,1.0,0.0010971873,0.9989028
159,0.0,0.99893314,0.0010668493
160,1.0,0.0014717982,0.9985281
161,1.0,0.0013068732,0.99869317
162,1.0,0.00093761564,0.99906236
163,1.0,0.000426693,0.9995733
164,1.0,0.0007638573,0.9992361
165,1.0,0.0020397296,0.9979603
166,0.0,0.9981134,0.0018865821
167,1.0,0.0004313631,0.99956864
168,1.0,0.0007374503,0.9992625
169,1.0,0.0005605825,0.9994394
170,0.0,0.9985506,0.0014493888
171,1.0,0.0010851491,0.99891484
172,1.0,0.0010633708,0.9989366
173,1.0,0.0002684258,0.9997316
174,1.0,0.00064509077,0.9993549
175,0.0,0.99902844,0.0009715682
176,1.0,0.0008606361,0.9991393
177,1.0,0.0010792521,0.9989208
178,0.0,0.99938786,0.00061208504
179,0.0,0.9995658,0.00043423544
180,1.0,0.00014513738,0.9998548
181,1.0,0.0014714733,0.9985285
182,1.0,0.0003781855,0.99962175
183,0.0,0.99901724,0.0009827764
184,1.0,0.00043744405,0.99956256
185,1.0,0.00069176924,0.9993082
186,1.0,0.0012068127,0.9987931
187,1.0,0.0011414357,0.9988586
188,1.0,0.00029113793,0.99970883
189,0.0,0.99974614,0.0002538624
190,0.0,0.9993401,0.00065983995
191,1.0,0.0010261441,0.99897385
192,0.0,0.99895656,0.0010433964
193,1.0,0.0017996887,0.9982003
194,1.0,0.0015553702,0.9984446
195,1.0,0.0013196383,0.9986803
196,0.0,0.99962986,0.00037017657
197,1.0,0.0010738893,0.9989261
198,0.0,0.99864954,0.0013505272
199,0.0,0.9983492,0.001650835
200,1.0,0.0011390174,0.99886096
201,1.0,0.0015290115,0.99847096
202,1.0,0.0011606778,0.9988393
203,1.0,0.00047822975,0.99952173
204,0.0,0.9987431,0.0012569388
205,1.0,0.0007899763,0.99921
206,1.0,0.0015747091,0.99842536
207,1.0,0.00017729623,0.9998227
208,1.0,0.0015857869,0.99841416
209,0.0,0.99953794,0.0004620725
210,1.0,0.0011189977,0.99888104
211,1.0,0.0015944381,0.99840564
212,1.0,0.00059986877,0.99940014
213,0.0,0.99916637,0.0008336878
214,1.0,0.0015504814,0.99844944
215,1.0,0.00032513938,0.9996749
216,0.0,0.9984579,0.0015420661
217,0.0,0.9992218,0.0007781595
218,1.0,0.0021357618,0.9978643
219,0.0,0.9986804,0.0013196265
220,1.0,0.00030902878,0.999691
221,1.0,0.0012316187,0.9987684
222,0.0,0.99922967,0.0007703189
223,1.0,0.00023681988,0.9997632
224,1.0,0.0007111991,0.9992888
225,1.0,0.0006080084,0.99939203
226,1.0,0.0007991719,0.9992009
227,1.0,0.00048564695,0.99951434
228,1.0,0.0016266425,0.99837327
229,0.0,0.9994186,0.0005813692
230,1.0,0.0015862167,0.9984138
231,1.0,0.0018030463,0.998197
232,1.0,0.00040125666,0.9995988
233,1.0,0.0011632113,0.9988368
234,0.0,0.9994603,0.00053970824
235,0.0,0.99971634,0.00028368074
236,1.0,0.0007210335,0.99927896
237,1.0,0.0007578557,0.9992422
238,1.0,0.00067318726,0.9993268
239,0.0,0.9994961,0.00050389534
240,1.0,0.0011061592,0.9988939
241,0.0,0.99919325,0.0008067818
242,1.0,0.00062127586,0.9993787
243,1.0,0.0013926008,0.99860746
244,1.0,0.0009971149,0.9990029
245,1.0,0.00022316154,0.9997769
246,1.0,0.0005282342,0.99947184
247,1.0,0.0006932674,0.9993067
248,1.0,0.0005471691,0.99945277
249,1.0,0.00044066738,0.99955934
250,0.0,0.998445,0.0015550947
251,1.0,0.00044493243,0.99955505
252,1.0,6.8922265e-05,0.9999311
253,0.0,0.9996501,0.0003498678
254,1.0,8.976843e-06,0.99999106
255,1.0,0.00064113154,0.99935883
256,0.0,0.9989691,0.0010308769
257,0.0,0.9985869,0.0014131509
258,1.0,0.0007171319,0.9992829
259,1.0,0.0006533175,0.9993467
260,1.0,0.0007136511,0.99928635
261,1.0,0.0018175271,0.99818254
262,0.0,0.99923193,0.0007680576
263,1.0,0.0015684449,0.9984315
264,1.0,0.0012214157,0.9987785
265,1.0,0.0007220727,0.9992779
266,0.0,0.9981522,0.0018477627
267,0.0,0.99964786,0.0003520915
268,1.0,0.00024273635,0.99975723
269,0.0,0.9985897,0.0014103263
270,0.0,0.99907815,0.0009218745
271,1.0,0.0009799243,0.9990201
272,1.0,0.0011633659,0.9988367
273,1.0,0.00077243143,0.9992275
274,1.0,0.00084696227,0.999153
275,0.0,0.9996094,0.00039065696
276,1.0,0.00075488497,0.99924517
277,1.0,0.0008453316,0.9991547
278,0.0,0.9989165,0.001083513
279,1.0,0.0013095563,0.9986904
280,1.0,0.0023550629,0.99764496
281,1.0,0.0014286756,0.9985713
282,1.0,0.00073054817,0.9992694
283,1.0,0.00059789664,0.99940205
284,0.0,0.99852884,0.0014710823
285,1.0,0.00039057614,0.9996094
286,1.0,0.00037069918,0.99962926
287,1.0,0.00067380123,0.9993262
288,0.0,0.9988279,0.0011720842
289,1.0,0.00027691113,0.999723
290,0.0,0.9997156,0.00028431645
291,1.0,0.00064064964,0.9993593
292,0.0,0.9988709,0.0011290644
293,1.0,0.00061324454,0.9993868
294,0.0,0.9989065,0.0010935075
295,1.0,0.0012332422,0.9987668
296,0.0,0.9994222,0.00057777745
297,1.0,0.00030448378,0.99969554
298,1.0,0.0017739241,0.9982261
299,0.0,0.9992787,0.000721284
300,1.0,0.0015526061,0.9984475
301,1.0,0.0008909768,0.99910897
302,0.0,0.9992418,0.0007581656
303,0.0,0.9990619,0.0009381044
304,1.0,0.00042704502,0.99957293
305,1.0,0.00020310156,0.9997969
306,1.0,0.00072099944,0.99927896
307,1.0,0.00040418314,0.9995958
308,1.0,0.0016003082,0.9983997
309,0.0,0.99916697,0.00083305483
310,1.0,0.00097223814,0.9990277
311,1.0,0.00059074146,0.9994093
312,1.0,0.00010374158,0.9998963
313,1.0,0.00041559298,0.9995844
314,1.0,0.0010208018,0.9989792
315,1.0,0.00043392254,0.999566
316,1.0,0.0007279057,0.99927205
317,1.0,0.0010188277,0.9989812
318,1.0,0.0012473238,0.9987527
319,1.0,0.001002182,0.99899787
320,1.0,0.0012311061,0.99876887
321,1.0,0.0030496018,0.99695045
322,1.0,0.0018057775,0.9981943
323,0.0,0.99917656,0.00082343473
324,1.0,0.0002820744,0.9997179
325,0.0,0.9995346,0.00046538713
326,1.0,0.00048516088,0.9995148
327,1.0,0.00044935333,0.99955064
328,0.0,0.99931574,0.00068432104
329,1.0,0.0006361869,0.99936384
330,0.0,0.99921215,0.0007877976
331,0.0,0.99859756,0.0014024462
