id,true_0,score_0,score_1,score_2,score_3,score_4
0,2.0,0.11282832,0.080199614,0.25871393,0.38283974,0.16541848
1,2.0,0.19984876,0.08211681,0.25952113,0.3106211,0.1478922
2,0.0,0.36961755,0.1087124,0.18299465,0.2886097,0.050065637
3,0.0,0.2220599,0.108626656,0.31154037,0.2521961,0.10557699
4,2.0,0.2056285,0.07879423,0.21964766,0.37291712,0.12301243
5,0.0,0.4282306,0.13356249,0.21017615,0.1791711,0.048859578
6,0.0,0.6606405,0.07932894,0.109255835,0.13788961,0.012885113
7,0.0,0.24880734,0.14658113,0.2579693,0.23071755,0.115924664
8,0.0,0.8203187,0.051394254,0.058910888,0.061390094,0.00798597
9,0.0,0.63335806,0.0917158,0.13702889,0.10490463,0.032992613
10,3.0,0.14925689,0.105108865,0.23380797,0.38072094,0.13110536
11,0.0,0.29139355,0.18170583,0.22389254,0.16660169,0.13640633
12,0.0,0.56214285,0.1067906,0.14271435,0.15206583,0.036286414
13,4.0,0.14535189,0.152779,0.33956736,0.22875413,0.13354757
14,0.0,0.585388,0.14835458,0.1376437,0.10741258,0.021201108
15,1.0,0.28791544,0.12435448,0.2511654,0.2191679,0.11739674
16,3.0,0.35124114,0.11829253,0.20006391,0.2795095,0.05089289
17,1.0,0.20388041,0.18217558,0.2571117,0.23660456,0.12022773
18,4.0,0.24564339,0.12594427,0.2514287,0.19843328,0.17855036
19,0.0,0.6244241,0.10171553,0.13422503,0.11807096,0.02156446
20,0.0,0.7518936,0.054815065,0.1009553,0.07663749,0.015698658
21,0.0,0.24685057,0.13402082,0.24197507,0.2623847,0.11476887
22,0.0,0.7838409,0.042090572,0.10047839,0.046922795,0.026667316
23,3.0,0.18536146,0.12463547,0.25061667,0.31144303,0.12794338
24,0.0,0.6911004,0.058313947,0.14005731,0.077858575,0.03266975
25,2.0,0.22885169,0.124798924,0.2949237,0.21630082,0.13512489
26,0.0,0.74331754,0.06451564,0.11665603,0.05961132,0.015899453
27,3.0,0.17844276,0.07236777,0.23359285,0.37609932,0.1394973
28,1.0,0.26685134,0.114874505,0.2891251,0.23917724,0.0899718
29,0.0,0.30414355,0.08958905,0.24771939,0.22427389,0.13427411
30,0.0,0.21425995,0.1348896,0.2627755,0.25184572,0.1362292
31,0.0,0.52401245,0.13005413,0.15308806,0.15002997,0.042815387
32,0.0,0.2401236,0.116344795,0.2689993,0.21326968,0.16126266
33,0.0,0.5488346,0.08092256,0.18608198,0.11568534,0.06847548
34,0.0,0.33013272,0.098940864,0.2535518,0.19870178,0.1186728
35,2.0,0.22147767,0.12249071,0.26916504,0.2545004,0.13236614
36,3.0,0.18373163,0.09640723,0.25601667,0.3115874,0.15225708
37,0.0,0.7551369,0.040282335,0.10191916,0.08696059,0.01570097
38,2.0,0.13996558,0.10755872,0.25091854,0.34037536,0.16118176
39,0.0,0.6939779,0.06282091,0.1328146,0.08521777,0.025168886
40,0.0,0.79441285,0.04248463,0.09484883,0.056202684,0.012051046
41,3.0,0.23041311,0.117396355,0.24550812,0.25759622,0.14908618
42,2.0,0.7106651,0.06763412,0.14566532,0.05240157,0.023633886
43,0.0,0.17381158,0.31582794,0.1983461,0.26784667,0.04416773
44,0.0,0.60043955,0.10591877,0.15111405,0.11541521,0.027112456
45,0.0,0.5444284,0.104660094,0.17691964,0.12237666,0.051615257
46,3.0,0.20251714,0.09879242,0.26172462,0.28730267,0.14966317
47,1.0,0.2550362,0.1651034,0.2934016,0.21264853,0.07381031
48,0.0,0.470665,0.10754746,0.22818875,0.15772778,0.035870902
49,0.0,0.17105952,0.30776587,0.18314993,0.2927996,0.045225095
50,0.0,0.79326135,0.053838767,0.0875421,0.04879508,0.016562678
51,0.0,0.6262814,0.09060363,0.120482974,0.1488534,0.013778649
52,3.0,0.15559714,0.09063104,0.24826115,0.3316882,0.17382248
53,3.0,0.17116946,0.078970075,0.24016103,0.37385666,0.13584282
54,3.0,0.18568602,0.09695426,0.2703318,0.3088728,0.13815513
55,2.0,0.24353595,0.1727298,0.2934635,0.1577141,0.13255665
56,3.0,0.24790642,0.09870953,0.21743102,0.32125205,0.114700936
57,3.0,0.22376256,0.16938604,0.2763246,0.19415183,0.13637494
58,1.0,0.16080506,0.13752061,0.2833067,0.2704909,0.14787674
59,0.0,0.317141,0.17239271,0.27221465,0.13893133,0.09932026
60,0.0,0.17026545,0.06870685,0.19248198,0.4140876,0.15445815
61,1.0,0.2365285,0.14099443,0.23362407,0.24479061,0.14406237
62,3.0,0.1697739,0.094493926,0.22169875,0.38597083,0.12806253
63,3.0,0.43337297,0.14021653,0.17223251,0.20114394,0.053034034
64,0.0,0.7440692,0.07402147,0.08859578,0.07641196,0.016901618
65,3.0,0.14904055,0.09578838,0.23112881,0.3801738,0.1438685
66,0.0,0.5341222,0.10177287,0.15454268,0.18955688,0.02000535
67,2.0,0.40908444,0.12634102,0.27609754,0.12511282,0.06336425
68,2.0,0.2074222,0.09971796,0.33251914,0.29821444,0.062126245
69,0.0,0.287235,0.14022446,0.23101601,0.21049891,0.1310256
70,2.0,0.1395032,0.11460619,0.27972278,0.30229357,0.16387424
71,3.0,0.14472128,0.08543097,0.2206866,0.43495813,0.11420299
72,0.0,0.2077347,0.09206007,0.2221295,0.30318102,0.1748947
73,2.0,0.21324289,0.11275413,0.27912208,0.2244916,0.17038934
74,0.0,0.58503705,0.09768797,0.17369533,0.09006459,0.053514943
75,0.0,0.42176878,0.14489047,0.2357237,0.13596508,0.061651897
76,3.0,0.19565584,0.080781825,0.18679905,0.38783064,0.14893256
77,0.0,0.5774952,0.086502664,0.15206167,0.15781662,0.026123764
78,0.0,0.55390495,0.12651569,0.14725928,0.14591523,0.026404882
79,0.0,0.45992798,0.09025752,0.23696253,0.14478262,0.06806934
80,0.0,0.7453764,0.061196256,0.08577121,0.097697444,0.009958593
81,1.0,0.5453814,0.1438766,0.15503801,0.124972954,0.030731
82,2.0,0.167569,0.10413423,0.26284212,0.32694426,0.13851038
83,2.0,0.2084501,0.16090456,0.3723584,0.17904477,0.07924218
84,3.0,0.25385684,0.10746911,0.22488923,0.26561987,0.14816497
85,0.0,0.68486667,0.076079585,0.13189475,0.07934227,0.02781673
86,2.0,0.1793841,0.14290491,0.3302616,0.23858812,0.108861275
87,3.0,0.16659534,0.1007554,0.22385666,0.36212793,0.14666471
88,0.0,0.82915986,0.037093926,0.07631537,0.04772229,0.0097086495
89,0.0,0.6976787,0.082440086,0.11761523,0.08529331,0.016972737
90,0.0,0.25133017,0.13943581,0.27887422,0.22002348,0.1103363
91,2.0,0.28987756,0.17156897,0.29390055,0.15932296,0.08532997
92,2.0,0.13832502,0.06923442,0.22183225,0.40502143,0.16558684
93,2.0,0.24689318,0.10833414,0.31064445,0.23792663,0.096201554
94,4.0,0.27547404,0.10526414,0.25201195,0.21213992,0.15510997
95,0.0,0.81878036,0.045632895,0.07463971,0.048883285,0.012063756
96,0.0,0.85556984,0.03524675,0.06533381,0.03582793,0.008021667
97,1.0,0.11105475,0.37555802,0.17101872,0.30536598,0.037002575
98,0.0,0.37963843,0.15170431,0.17302525,0.27720937,0.01842262
99,3.0,0.17534006,0.10852557,0.22317976,0.40970972,0.08324499
100,0.0,0.6536075,0.08995277,0.14104615,0.08007832,0.03531514
101,3.0,0.18897587,0.086540096,0.22635913,0.33090478,0.16722012
102,0.0,0.70054513,0.092426896,0.10198683,0.08308223,0.021958914
103,2.0,0.20567533,0.11929086,0.29593268,0.22343776,0.1556634
104,3.0,0.17346016,0.084182315,0.22259484,0.3653452,0.1544174
105,1.0,0.20974627,0.18897489,0.25405702,0.26591006,0.08131182
106,0.0,0.7368488,0.06939391,0.12047209,0.051990043,0.02129512
107,0.0,0.30349496,0.098729715,0.24412721,0.2244292,0.12921888
108,2.0,0.21575595,0.102283314,0.2914288,0.2710841,0.11944788
109,1.0,0.24667786,0.20319465,0.21412632,0.1658339,0.17016725
110,1.0,0.21540537,0.1379263,0.29935625,0.18854977,0.15876232
111,1.0,0.30789557,0.17842914,0.26445273,0.19343193,0.055790644
112,0.0,0.6254747,0.10342198,0.1460766,0.0960154,0.029011365
113,1.0,0.22403751,0.17176284,0.23454855,0.27242547,0.097225614
114,2.0,0.1299688,0.08657171,0.30214214,0.35827366,0.1230437
115,0.0,0.55387527,0.10716137,0.1670138,0.13371757,0.038232077
